week_index,week_start,region,product_category,channel,currency,existing_users,base_impressions,base_spend,cpi,ctr,cvr,avg_order_value,engagement_value_per_click,freq_cap_per_user,adstock_decay,sat_curve_basis,sat_alpha,sat_k_half_impr,sat_beta,sat_alpha_spend,sat_k_half_spend,sat_beta_spend,min_spend_this_week,max_spend_this_week,priority_weight
13,2025-08-25,British Columbia,Beauty,Affiliate,CAD,83134,2163072,12270.0,0.005672,0.019795,0.029603,60.36,0.2368,4,0.4,impressions,1.0,2700000,1.0,1.0,27000,1.0,3681.0,22086.0,0.927
1,2025-06-02,British Columbia,Beauty,Email,CAD,73066,1300182,1892.42,0.001456,0.049205,0.039096,62.32,0.2006,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,378.48,4731.06,1.089
2,2025-06-09,British Columbia,Beauty,Email,CAD,75473,1102340,1550.04,0.001406,0.05048,0.04162,60.93,0.2368,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,310.01,3875.11,0.961
3,2025-06-16,British Columbia,Beauty,Email,CAD,86103,1273994,1979.14,0.001553,0.046617,0.036885,58.28,0.2273,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,395.83,4947.86,0.924
4,2025-06-23,British Columbia,Beauty,Email,CAD,75610,1585334,2303.51,0.001453,0.050736,0.039149,58.91,0.2389,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,460.7,5758.77,0.995
5,2025-06-30,British Columbia,Beauty,Email,CAD,82605,1211620,1991.19,0.001643,0.048182,0.043824,58.92,0.2135,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,398.24,4977.97,0.943
6,2025-07-07,British Columbia,Beauty,Email,CAD,83203,1227869,1898.43,0.001546,0.051604,0.038673,59.3,0.2288,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,379.69,4746.07,1.041
7,2025-07-14,British Columbia,Beauty,Email,CAD,80339,1238224,1739.25,0.001405,0.04961,0.036929,58.48,0.2008,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,347.85,4348.12,0.919
8,2025-07-21,British Columbia,Beauty,Email,CAD,90826,1499412,2227.63,0.001486,0.0532,0.041469,58.48,0.2047,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,445.53,5569.07,0.938
9,2025-07-28,British Columbia,Beauty,Email,CAD,84857,1265119,1949.72,0.001541,0.050687,0.043693,59.64,0.2295,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,389.94,4874.3,1.074
10,2025-08-04,British Columbia,Beauty,Email,CAD,88724,1214009,1985.64,0.001636,0.050146,0.04264,60.01,0.2246,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,397.13,4964.1,1.065
11,2025-08-11,British Columbia,Beauty,Email,CAD,81851,1079037,1710.43,0.001585,0.045272,0.041867,61.2,0.2294,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,342.09,4276.07,1.064
12,2025-08-18,British Columbia,Beauty,Email,CAD,73278,1547952,2358.7,0.001524,0.05434,0.037836,61.83,0.2311,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,471.74,5896.76,1.045
13,2025-08-25,British Columbia,Beauty,Email,CAD,84618,1252338,1978.37,0.00158,0.052732,0.041783,59.59,0.2417,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,395.67,4945.93,1.087
1,2025-06-02,British Columbia,Beauty,Online Video,CAD,83275,2445751,17338.35,0.007089,0.003245,0.009566,60.16,0.2125,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,5201.51,29475.2,1.016
2,2025-06-09,British Columbia,Beauty,Online Video,CAD,90768,2346495,16613.62,0.00708,0.002847,0.009761,60.16,0.2172,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,4984.08,28243.15,0.963
3,2025-06-16,British Columbia,Beauty,Online Video,CAD,83514,2461055,17518.48,0.007118,0.003085,0.009193,60.15,0.206,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,5255.54,29781.42,1.058
4,2025-06-23,British Columbia,Beauty,Online Video,CAD,86557,3030543,19465.55,0.006423,0.002959,0.008467,60.98,0.2166,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,5839.66,33091.43,0.942
5,2025-06-30,British Columbia,Beauty,Online Video,CAD,79354,2810547,21372.43,0.007604,0.003005,0.008651,58.37,0.2165,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,6411.73,36333.13,1.029
6,2025-07-07,British Columbia,Beauty,Online Video,CAD,85230,2638955,18943.91,0.007179,0.00289,0.008299,62.5,0.2179,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,5683.17,32204.65,0.983
7,2025-07-14,British Columbia,Beauty,Online Video,CAD,85761,2495921,17045.28,0.006829,0.003069,0.008567,59.65,0.236,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,5113.58,28976.97,0.943
8,2025-07-21,British Columbia,Beauty,Online Video,CAD,75650,3544809,26115.44,0.007367,0.002852,0.009267,59.77,0.2127,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,7834.63,44396.24,1.044
9,2025-07-28,British Columbia,Beauty,Online Video,CAD,80819,2498535,19012.82,0.00761,0.003114,0.009342,61.37,0.2113,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,5703.85,32321.8,0.906
10,2025-08-04,British Columbia,Beauty,Online Video,CAD,87586,2601470,18937.95,0.00728,0.003248,0.008232,61.38,0.2351,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,5681.39,32194.52,0.961
11,2025-08-11,British Columbia,Beauty,Online Video,CAD,88610,2573366,19464.87,0.007564,0.003147,0.008718,57.98,0.2119,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,5839.46,33090.28,1.05
12,2025-08-18,British Columbia,Beauty,Online Video,CAD,86327,3229570,21720.66,0.006726,0.002826,0.00836,59.9,0.2217,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,6516.2,36925.12,0.986
13,2025-08-25,British Columbia,Beauty,Online Video,CAD,80300,2528536,18150.64,0.007178,0.003268,0.00857,60.67,0.2104,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,5445.19,30856.09,0.934
1,2025-06-02,British Columbia,Sporting Goods,Paid Search,CAD,75556,3301237,37066.16,0.011228,0.034841,0.053753,139.3,0.2756,4,0.3,impressions,1.0,4500000,1.1,1.0,54000,1.05,18533.08,55599.24,1.03
2,2025-06-09,British Columbia,Sporting Goods,Paid Search,CAD,85510,3586972,39488.3,0.011009,0.036446,0.059853,134.65,0.2549,4,0.3,impressions,1.0,4500000,1.1,1.0,54000,1.05,19744.15,59232.45,0.981
3,2025-06-16,British Columbia,Sporting Goods,Paid Search,CAD,73285,3403480,44810.28,0.013166,0.037085,0.057054,134.93,0.2553,4,0.3,impressions,1.0,4500000,1.1,1.0,54000,1.05,22405.14,67215.41,1.087
4,2025-06-23,British Columbia,Sporting Goods,Paid Search,CAD,85362,4373035,50567.01,0.011563,0.033628,0.055577,136.44,0.2605,4,0.3,impressions,1.0,4500000,1.1,1.0,54000,1.05,25283.5,75850.51,1.094
5,2025-06-30,British Columbia,Sporting Goods,Paid Search,CAD,83808,3853562,41944.6,0.010885,0.035407,0.05536,144.76,0.2545,4,0.3,impressions,1.0,4500000,1.1,1.0,54000,1.05,20972.3,62916.9,0.934
6,2025-07-07,British Columbia,Sporting Goods,Paid Search,CAD,74706,3633243,41899.28,0.011532,0.034662,0.060445,136.77,0.2586,4,0.3,impressions,1.0,4500000,1.1,1.0,54000,1.05,20949.64,62848.92,1.053
7,2025-07-14,British Columbia,Sporting Goods,Paid Search,CAD,89403,3615333,39981.96,0.011059,0.037935,0.059751,140.82,0.2574,4,0.3,impressions,1.0,4500000,1.1,1.0,54000,1.05,19990.98,59972.95,1.008
8,2025-07-21,British Columbia,Sporting Goods,Paid Search,CAD,77718,4441689,50918.26,0.011464,0.037604,0.058318,141.82,0.2524,4,0.3,impressions,1.0,4500000,1.1,1.0,54000,1.05,25459.13,76377.39,1.087
9,2025-07-28,British Columbia,Sporting Goods,Paid Search,CAD,86792,3413716,42865.2,0.012557,0.034338,0.056695,143.82,0.2932,4,0.3,impressions,1.0,4500000,1.1,1.0,54000,1.05,21432.6,64297.8,1.01
10,2025-08-04,British Columbia,Sporting Goods,Paid Search,CAD,76680,3519817,40195.67,0.01142,0.035682,0.049509,146.03,0.2682,4,0.3,impressions,1.0,4500000,1.1,1.0,54000,1.05,20097.84,60293.51,0.928
11,2025-08-11,British Columbia,Sporting Goods,Paid Search,CAD,80124,3609719,46946.81,0.013006,0.032961,0.05559,137.57,0.2701,4,0.3,impressions,1.0,4500000,1.1,1.0,54000,1.05,23473.4,70420.21,1.082
12,2025-08-18,British Columbia,Sporting Goods,Paid Search,CAD,75410,4299361,51936.86,0.01208,0.034145,0.054895,143.95,0.2836,4,0.3,impressions,1.0,4500000,1.1,1.0,54000,1.05,25968.43,77905.29,1.088
13,2025-08-25,British Columbia,Sporting Goods,Paid Search,CAD,88712,3216316,41077.73,0.012772,0.037111,0.049753,141.27,0.2811,4,0.3,impressions,1.0,4500000,1.1,1.0,54000,1.05,20538.86,61616.59,0.94
1,2025-06-02,British Columbia,Sporting Goods,Display,CAD,76089,4531771,19201.49,0.004237,0.004182,0.010838,133.32,0.2652,5,0.5,impressions,1.0,11250000,1.05,1.0,40500,1.05,7680.6,30722.38,0.996
2,2025-06-09,British Columbia,Sporting Goods,Display,CAD,75410,4665218,18959.33,0.004064,0.003827,0.013184,140.93,0.2644,5,0.5,impressions,1.0,11250000,1.05,1.0,40500,1.05,7583.73,30334.93,1.053
3,2025-06-16,British Columbia,Sporting Goods,Display,CAD,84945,4278248,16673.86,0.003897,0.003865,0.012605,146.84,0.2616,5,0.5,impressions,1.0,11250000,1.05,1.0,40500,1.05,6669.54,26678.17,1.091
4,2025-06-23,British Columbia,Sporting Goods,Display,CAD,89394,5645097,22763.2,0.004032,0.004118,0.011006,145.73,0.2524,5,0.5,impressions,1.0,11250000,1.05,1.0,40500,1.05,9105.28,36421.12,1.079
5,2025-06-30,British Columbia,Sporting Goods,Display,CAD,88968,4944593,18157.4,0.003672,0.004166,0.01318,140.64,0.2904,5,0.5,impressions,1.0,11250000,1.05,1.0,40500,1.05,7262.96,29051.84,1.084
6,2025-07-07,British Columbia,Sporting Goods,Display,CAD,77350,5046598,19631.03,0.00389,0.003889,0.010903,142.4,0.264,5,0.5,impressions,1.0,11250000,1.05,1.0,40500,1.05,7852.41,31409.65,0.902
7,2025-07-14,British Columbia,Sporting Goods,Display,CAD,74733,4439997,17225.96,0.00388,0.004006,0.012544,143.48,0.2766,5,0.5,impressions,1.0,11250000,1.05,1.0,40500,1.05,6890.39,27561.54,1.042
8,2025-07-21,British Columbia,Sporting Goods,Display,CAD,84924,5602187,22589.16,0.004032,0.003909,0.012991,137.88,0.2715,5,0.5,impressions,1.0,11250000,1.05,1.0,40500,1.05,9035.66,36142.66,1.016
9,2025-07-28,British Columbia,Sporting Goods,Display,CAD,92421,4683668,17950.77,0.003833,0.00424,0.011283,134.36,0.2685,5,0.5,impressions,1.0,11250000,1.05,1.0,40500,1.05,7180.31,28721.24,1.031
10,2025-08-04,British Columbia,Sporting Goods,Display,CAD,79814,4830992,17950.08,0.003716,0.004226,0.011581,136.59,0.2664,5,0.5,impressions,1.0,11250000,1.05,1.0,40500,1.05,7180.03,28720.13,1.071
11,2025-08-11,British Columbia,Sporting Goods,Display,CAD,76938,5149275,21441.83,0.004164,0.004391,0.011624,142.2,0.2629,5,0.5,impressions,1.0,11250000,1.05,1.0,40500,1.05,8576.73,34306.93,1.047
12,2025-08-18,British Columbia,Sporting Goods,Display,CAD,81041,5509207,21840.48,0.003964,0.003878,0.011681,145.1,0.2599,5,0.5,impressions,1.0,11250000,1.05,1.0,40500,1.05,8736.19,34944.76,0.911
13,2025-08-25,British Columbia,Sporting Goods,Display,CAD,91855,4987985,21367.38,0.004284,0.00415,0.012625,143.41,0.3033,5,0.5,impressions,1.0,11250000,1.05,1.0,40500,1.05,8546.95,34187.81,0.939
1,2025-06-02,British Columbia,Sporting Goods,Social,CAD,87028,4254432,13226.8,0.003109,0.008,0.017581,145.3,0.2537,2,0.6,impressions,1.0,8100000,1.1,1.0,36000,1.08,5290.72,21162.89,0.934
2,2025-06-09,British Columbia,Sporting Goods,Social,CAD,91866,3917351,12729.29,0.003249,0.007241,0.015232,142.35,0.3035,2,0.6,impressions,1.0,8100000,1.1,1.0,36000,1.08,5091.72,20366.87,0.993
3,2025-06-16,British Columbia,Sporting Goods,Social,CAD,78682,3570659,11769.92,0.003296,0.007527,0.014884,137.67,0.261,2,0.6,impressions,1.0,8100000,1.1,1.0,36000,1.08,4707.97,18831.87,1.078
4,2025-06-23,British Columbia,Sporting Goods,Social,CAD,92686,4862423,15819.58,0.003253,0.008054,0.016424,140.18,0.2989,2,0.6,impressions,1.0,8100000,1.1,1.0,36000,1.08,6327.83,25311.32,0.916
5,2025-06-30,British Columbia,Sporting Goods,Social,CAD,84741,3638838,10243.34,0.002815,0.00836,0.016514,138.44,0.2695,2,0.6,impressions,1.0,8100000,1.1,1.0,36000,1.08,4097.34,16389.34,1.099
6,2025-07-07,British Columbia,Sporting Goods,Social,CAD,90651,4344261,11834.58,0.002724,0.008095,0.016145,134.95,0.2807,2,0.6,impressions,1.0,8100000,1.1,1.0,36000,1.08,4733.83,18935.34,0.968
7,2025-07-14,British Columbia,Sporting Goods,Social,CAD,92009,3583777,11149.91,0.003111,0.008069,0.016169,142.63,0.2962,2,0.6,impressions,1.0,8100000,1.1,1.0,36000,1.08,4459.96,17839.85,0.914
8,2025-07-21,British Columbia,Sporting Goods,Social,CAD,74679,5119296,15320.01,0.002993,0.007962,0.017343,133.89,0.2648,2,0.6,impressions,1.0,8100000,1.1,1.0,36000,1.08,6128.0,24512.02,0.985
9,2025-07-28,British Columbia,Sporting Goods,Social,CAD,77062,4029498,11145.91,0.002766,0.007727,0.017009,142.56,0.2748,2,0.6,impressions,1.0,8100000,1.1,1.0,36000,1.08,4458.36,17833.46,1.022
10,2025-08-04,British Columbia,Sporting Goods,Social,CAD,84928,4041724,12911.72,0.003195,0.008278,0.014625,145.06,0.2556,2,0.6,impressions,1.0,8100000,1.1,1.0,36000,1.08,5164.69,20658.75,0.902
11,2025-08-11,British Columbia,Sporting Goods,Social,CAD,74473,3586485,10878.78,0.003033,0.007748,0.017501,146.06,0.2898,2,0.6,impressions,1.0,8100000,1.1,1.0,36000,1.08,4351.51,17406.05,1.044
12,2025-08-18,British Columbia,Sporting Goods,Social,CAD,78128,4784131,14679.81,0.003068,0.008087,0.014807,144.34,0.2942,2,0.6,impressions,1.0,8100000,1.1,1.0,36000,1.08,5871.92,23487.69,1.094
13,2025-08-25,British Columbia,Sporting Goods,Social,CAD,74676,3707507,11843.38,0.003194,0.00862,0.015419,135.26,0.263,2,0.6,impressions,1.0,8100000,1.1,1.0,36000,1.08,4737.35,18949.41,1.071
1,2025-06-02,British Columbia,Sporting Goods,Affiliate,CAD,87517,2240787,14382.24,0.006418,0.018284,0.028554,144.24,0.2577,4,0.4,impressions,1.0,2700000,1.0,1.0,27000,1.0,4314.67,25888.02,1.043
2,2025-06-09,British Columbia,Sporting Goods,Affiliate,CAD,73366,2081814,12028.94,0.005778,0.018803,0.028017,144.82,0.3023,4,0.4,impressions,1.0,2700000,1.0,1.0,27000,1.0,3608.68,21652.09,1.072
3,2025-06-16,British Columbia,Sporting Goods,Affiliate,CAD,74498,2206937,12836.43,0.005816,0.017558,0.028977,138.82,0.2732,4,0.4,impressions,1.0,2700000,1.0,1.0,27000,1.0,3850.93,23105.57,1.094
4,2025-06-23,British Columbia,Sporting Goods,Affiliate,CAD,74911,2522233,16281.35,0.006455,0.019571,0.032606,142.24,0.2644,4,0.4,impressions,1.0,2700000,1.0,1.0,27000,1.0,4884.4,29306.43,0.965
5,2025-06-30,British Columbia,Sporting Goods,Affiliate,CAD,91789,2038927,12075.61,0.005923,0.018014,0.03296,140.35,0.2909,4,0.4,impressions,1.0,2700000,1.0,1.0,27000,1.0,3622.68,21736.1,1.006
6,2025-07-07,British Columbia,Sporting Goods,Affiliate,CAD,76029,2286160,14061.12,0.006151,0.017195,0.032611,139.77,0.2845,4,0.4,impressions,1.0,2700000,1.0,1.0,27000,1.0,4218.34,25310.02,1.073
7,2025-07-14,British Columbia,Sporting Goods,Affiliate,CAD,86680,2392677,14879.4,0.006219,0.019654,0.030402,145.04,0.273,4,0.4,impressions,1.0,2700000,1.0,1.0,27000,1.0,4463.82,26782.92,0.985
8,2025-07-21,British Columbia,Sporting Goods,Affiliate,CAD,76036,2936016,16247.82,0.005534,0.018638,0.03013,144.14,0.2836,4,0.4,impressions,1.0,2700000,1.0,1.0,27000,1.0,4874.35,29246.08,1.008
9,2025-07-28,British Columbia,Sporting Goods,Affiliate,CAD,76327,2325226,15023.93,0.006461,0.01896,0.03293,145.1,0.2659,4,0.4,impressions,1.0,2700000,1.0,1.0,27000,1.0,4507.18,27043.07,0.94
10,2025-08-04,British Columbia,Sporting Goods,Affiliate,CAD,90723,2209651,12219.16,0.00553,0.016596,0.032146,134.93,0.2658,4,0.4,impressions,1.0,2700000,1.0,1.0,27000,1.0,3665.75,21994.49,0.984
11,2025-08-11,British Columbia,Sporting Goods,Affiliate,CAD,78651,2217350,12681.32,0.005719,0.018167,0.027999,134.87,0.275,4,0.4,impressions,1.0,2700000,1.0,1.0,27000,1.0,3804.4,22826.38,1.069
12,2025-08-18,British Columbia,Sporting Goods,Affiliate,CAD,80883,2690584,14586.82,0.005421,0.019732,0.027721,144.06,0.2627,4,0.4,impressions,1.0,2700000,1.0,1.0,27000,1.0,4376.05,26256.27,1.083
13,2025-08-25,British Columbia,Sporting Goods,Affiliate,CAD,89866,2171258,11763.38,0.005418,0.018572,0.027244,135.79,0.2698,4,0.4,impressions,1.0,2700000,1.0,1.0,27000,1.0,3529.01,21174.09,0.963
1,2025-06-02,British Columbia,Sporting Goods,Email,CAD,75518,1137549,1538.75,0.001353,0.048765,0.038635,146.37,0.2598,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,307.75,3846.88,0.998
2,2025-06-09,British Columbia,Sporting Goods,Email,CAD,87068,1221555,1810.67,0.001482,0.054322,0.036806,133.31,0.2952,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,362.13,4526.68,0.994
3,2025-06-16,British Columbia,Sporting Goods,Email,CAD,79320,1114186,1675.99,0.001504,0.054076,0.039276,142.73,0.2812,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,335.2,4189.97,0.918
4,2025-06-23,British Columbia,Sporting Goods,Email,CAD,77396,1462927,2026.97,0.001386,0.049326,0.040875,141.83,0.302,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,405.39,5067.43,1.079
5,2025-06-30,British Columbia,Sporting Goods,Email,CAD,84384,1216166,1790.72,0.001472,0.051919,0.036843,142.44,0.2842,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,358.14,4476.81,1.06
6,2025-07-07,British Columbia,Sporting Goods,Email,CAD,78608,1127675,1857.65,0.001647,0.048204,0.041668,138.46,0.2963,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,371.53,4644.11,1.087
7,2025-07-14,British Columbia,Sporting Goods,Email,CAD,74328,1114990,1666.77,0.001495,0.045259,0.037739,138.63,0.2872,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,333.35,4166.93,0.974
8,2025-07-21,British Columbia,Sporting Goods,Email,CAD,74677,1591999,2436.47,0.00153,0.050244,0.040496,140.68,0.2658,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,487.29,6091.18,0.94
9,2025-07-28,British Columbia,Sporting Goods,Email,CAD,93032,1151565,1725.09,0.001498,0.052394,0.038238,137.58,0.2804,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,345.02,4312.73,0.971
10,2025-08-04,British Columbia,Sporting Goods,Email,CAD,89253,1187159,1829.86,0.001541,0.05127,0.043107,140.92,0.2839,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,365.97,4574.66,0.91
11,2025-08-11,British Columbia,Sporting Goods,Email,CAD,87504,1097744,1761.51,0.001605,0.053851,0.04069,133.15,0.3007,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,352.3,4403.77,0.983
12,2025-08-18,British Columbia,Sporting Goods,Email,CAD,87844,1530276,2140.89,0.001399,0.051811,0.041026,140.2,0.2675,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,428.18,5352.21,0.916
13,2025-08-25,British Columbia,Sporting Goods,Email,CAD,75082,1112566,1600.55,0.001439,0.050158,0.040941,146.34,0.2811,6,0.2,impressions,1.0,1350000,0.95,1.0,18000,0.95,320.11,4001.37,1.008
1,2025-06-02,British Columbia,Sporting Goods,Online Video,CAD,85085,2389599,15157.17,0.006343,0.002925,0.008447,140.93,0.2855,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,4547.15,25767.2,1.09
2,2025-06-09,British Columbia,Sporting Goods,Online Video,CAD,85447,2545659,18914.02,0.00743,0.003287,0.009699,135.93,0.2608,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,5674.21,32153.83,1.07
3,2025-06-16,British Columbia,Sporting Goods,Online Video,CAD,92879,2432490,17529.54,0.007206,0.002839,0.008963,139.24,0.2774,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,5258.86,29800.21,0.995
4,2025-06-23,British Columbia,Sporting Goods,Online Video,CAD,72955,3129053,21965.3,0.00702,0.00302,0.008493,136.57,0.2633,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,6589.59,37341.01,1.014
5,2025-06-30,British Columbia,Sporting Goods,Online Video,CAD,72943,2381796,15141.05,0.006357,0.002932,0.009718,133.6,0.3016,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,4542.32,25739.79,0.936
6,2025-07-07,British Columbia,Sporting Goods,Online Video,CAD,74042,2782357,18853.77,0.006776,0.003194,0.009545,142.35,0.2804,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,5656.13,32051.4,1.063
7,2025-07-14,British Columbia,Sporting Goods,Online Video,CAD,87037,2598657,17069.9,0.006569,0.002802,0.008805,142.84,0.29,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,5120.97,29018.83,1.028
8,2025-07-21,British Columbia,Sporting Goods,Online Video,CAD,86900,3408148,23517.85,0.0069,0.003166,0.008531,135.12,0.2761,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,7055.35,39980.34,1.042
9,2025-07-28,British Columbia,Sporting Goods,Online Video,CAD,88090,2627033,17901.79,0.006814,0.002885,0.009292,146.22,0.2712,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,5370.54,30433.05,1.081
10,2025-08-04,British Columbia,Sporting Goods,Online Video,CAD,75452,2796762,19303.36,0.006902,0.002963,0.008749,137.53,0.2886,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,5791.01,32815.71,1.012
11,2025-08-11,British Columbia,Sporting Goods,Online Video,CAD,73405,2581388,18047.55,0.006991,0.003239,0.00828,145.11,0.3024,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,5414.26,30680.83,0.921
12,2025-08-18,British Columbia,Sporting Goods,Online Video,CAD,75041,3500584,22785.95,0.006509,0.003052,0.008323,143.81,0.294,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,6835.78,38736.11,0.94
13,2025-08-25,British Columbia,Sporting Goods,Online Video,CAD,79193,2584534,19198.79,0.007428,0.0032,0.009398,146.86,0.3004,3,0.7,impressions,1.0,6300000,1.15,1.0,49500,1.1,5759.64,32637.95,1.014
1,2025-06-02,Alberta,Electronics,Paid Search,CAD,73763,3158621,39957.34,0.01265,0.03597,0.053188,239.82,0.4751,4,0.3,impressions,1.0,4400000,1.1,1.0,52800,1.05,19978.67,59936.01,1.072
2,2025-06-09,Alberta,Electronics,Paid Search,CAD,80549,3787222,42350.76,0.011183,0.032105,0.055195,259.87,0.4799,4,0.3,impressions,1.0,4400000,1.1,1.0,52800,1.05,21175.38,63526.14,1.047
3,2025-06-16,Alberta,Electronics,Paid Search,CAD,67108,3294501,39509.15,0.011992,0.032794,0.052828,252.22,0.4754,4,0.3,impressions,1.0,4400000,1.1,1.0,52800,1.05,19754.57,59263.72,0.997
4,2025-06-23,Alberta,Electronics,Paid Search,CAD,64800,4847405,59048.73,0.012182,0.032605,0.057131,256.03,0.4107,4,0.3,impressions,1.0,4400000,1.1,1.0,52800,1.05,29524.37,88573.1,0.965
5,2025-06-30,Alberta,Electronics,Paid Search,CAD,74797,3760744,41368.33,0.011,0.036257,0.049997,239.42,0.4573,4,0.3,impressions,1.0,4400000,1.1,1.0,52800,1.05,20684.17,62052.5,1.021
6,2025-07-07,Alberta,Electronics,Paid Search,CAD,67759,3833133,41596.68,0.010852,0.033922,0.049706,259.71,0.4142,4,0.3,impressions,1.0,4400000,1.1,1.0,52800,1.05,20798.34,62395.02,1.035
7,2025-07-14,Alberta,Electronics,Paid Search,CAD,79576,3276969,41167.38,0.012563,0.038143,0.053485,246.27,0.4324,4,0.3,impressions,1.0,4400000,1.1,1.0,52800,1.05,20583.69,61751.07,0.951
8,2025-07-21,Alberta,Electronics,Paid Search,CAD,71390,4319264,50041.03,0.011586,0.033482,0.060489,248.07,0.4941,4,0.3,impressions,1.0,4400000,1.1,1.0,52800,1.05,25020.51,75061.54,1.066
9,2025-07-28,Alberta,Electronics,Paid Search,CAD,71032,3396924,40137.05,0.011816,0.033684,0.052072,255.02,0.4089,4,0.3,impressions,1.0,4400000,1.1,1.0,52800,1.05,20068.53,60205.58,0.949
10,2025-08-04,Alberta,Electronics,Paid Search,CAD,67870,3322105,40716.24,0.012256,0.03608,0.05269,250.11,0.4245,4,0.3,impressions,1.0,4400000,1.1,1.0,52800,1.05,20358.12,61074.35,0.911
11,2025-08-11,Alberta,Electronics,Paid Search,CAD,73626,3188175,35702.46,0.011198,0.035834,0.056901,252.88,0.4934,4,0.3,impressions,1.0,4400000,1.1,1.0,52800,1.05,17851.23,53553.69,1.047
12,2025-08-18,Alberta,Electronics,Paid Search,CAD,67394,4327496,56910.15,0.013151,0.031822,0.058061,239.71,0.479,4,0.3,impressions,1.0,4400000,1.1,1.0,52800,1.05,28455.08,85365.23,0.999
13,2025-08-25,Alberta,Electronics,Paid Search,CAD,68331,3456182,37487.33,0.010846,0.032001,0.055243,255.72,0.4489,4,0.3,impressions,1.0,4400000,1.1,1.0,52800,1.05,18743.66,56230.99,0.972
1,2025-06-02,Alberta,Electronics,Display,CAD,74528,4792280,18015.24,0.003759,0.003745,0.012565,252.92,0.4302,5,0.5,impressions,1.0,11000000,1.05,1.0,39600,1.05,7206.09,28824.38,0.985
2,2025-06-09,Alberta,Electronics,Display,CAD,79719,4996794,21271.83,0.004257,0.004138,0.011798,255.74,0.4537,5,0.5,impressions,1.0,11000000,1.05,1.0,39600,1.05,8508.73,34034.93,1.006
3,2025-06-16,Alberta,Electronics,Display,CAD,76923,4780995,18570.37,0.003884,0.003655,0.012158,251.0,0.4632,5,0.5,impressions,1.0,11000000,1.05,1.0,39600,1.05,7428.15,29712.59,1.036
4,2025-06-23,Alberta,Electronics,Display,CAD,68247,5469972,22451.13,0.004104,0.003687,0.01126,247.7,0.4737,5,0.5,impressions,1.0,11000000,1.05,1.0,39600,1.05,8980.45,35921.81,1.012
